sample_id,cheating_score,label_id,cheating_label,gaze_away_count,gaze_away_total_sec,head_turn_count,head_turn_max_angle,phone_detected_count,multiple_faces_count,audio_anomaly_count,whisper_detected_count,tab_switch_count,fullscreen_exit_count,identity_mismatch_flag,typing_pause_count,answer_change_count,session_duration_sec,audio_duration_ms,audio_rms_energy,audio_zero_crossing_rate,audio_spectral_centroid_hz,audio_spectral_rolloff_hz,audio_spectral_flatness,audio_tempo_bpm,audio_speech_rate_syl_per_sec,audio_mfcc_1,audio_mfcc_2,audio_mfcc_3,audio_mfcc_4,audio_mfcc_5,audio_mfcc_6,audio_mfcc_7,audio_mfcc_8,audio_mfcc_9,audio_mfcc_10,audio_mfcc_11,audio_mfcc_12,audio_mfcc_13,audio_delta_mfcc_1,audio_delta_mfcc_2,audio_delta_mfcc_3,audio_delta_mfcc_4,audio_delta_mfcc_5,audio_delta_mfcc_6,audio_delta_mfcc_7,audio_delta_mfcc_8,audio_delta_mfcc_9,audio_delta_mfcc_10,audio_delta_mfcc_11,audio_delta_mfcc_12,audio_delta_mfcc_13,audio_class_id,audio_is_suspicious,eye_left_pupil_x,eye_left_pupil_y,eye_right_pupil_x,eye_right_pupil_y,eye_iris_left_offset_x,eye_iris_left_offset_y,eye_iris_right_offset_x,eye_iris_right_offset_y,eye_head_yaw_deg,eye_head_pitch_deg,eye_blink_rate_per_min,eye_fixation_duration_ms,eye_saccade_velocity,eye_looking_away,face_recog_cosine_similarity,face_recog_euclidean_distance,face_recog_is_match,expression_face_width,expression_face_height,expression_mouth_open_ratio,expression_eye_openness_left,expression_eye_openness_right,expression_eyebrow_raise_left,expression_eyebrow_raise_right,expression_AU1,expression_AU2,expression_AU3,expression_AU4,expression_AU5,expression_AU6,expression_AU7,expression_AU8,expression_AU9,expression_AU10,expression_AU11,expression_AU12,expression_AU13,expression_AU14,expression_AU15,expression_AU16,expression_AU17,expression_emotion_id,expression_confidence,object_total_objects_detected,object_suspicious_object_count,object_avg_detection_confidence,object_phone_detected_flag,pose_shoulder_width_px,pose_head_tilt_angle,pose_torso_lean_angle,pose_hand_near_face,pose_movement_velocity,pose_nose_x,pose_nose_y,pose_nose_conf,pose_left_eye_x,pose_left_eye_y,pose_left_eye_conf,pose_right_eye_x,pose_right_eye_y,pose_right_eye_conf,pose_left_ear_x,pose_left_ear_y,pose_left_ear_conf,pose_right_ear_x,pose_right_ear_y,pose_right_ear_conf,pose_left_shoulder_x,pose_left_shoulder_y,pose_left_shoulder_conf,pose_right_shoulder_x,pose_right_shoulder_y,pose_right_shoulder_conf,pose_left_elbow_x,pose_left_elbow_y,pose_left_elbow_conf,pose_right_elbow_x,pose_right_elbow_y,pose_right_elbow_conf,pose_left_wrist_x,pose_left_wrist_y,pose_left_wrist_conf,pose_right_wrist_x,pose_right_wrist_y,pose_right_wrist_conf,pose_label_id,pose_is_suspicious,gaze_away_ratio,obj_suspicion_ratio
564,34,1,minor_infractions,5,17.2,4,60.6,1,0,1,0,3,2,0,3,0,1673.0,480.0,0.04453,0.0965,2376.3,3375.4,0.0909,139.6,4.14,9.005,15.748,-13.856,25.636,23.927,-2.852,2.881,-2.952,-21.364,8.566,-0.967,4.536,-27.354,1.047,2.194,-0.594,3.716,2.499,-0.14,2.045,-0.238,-1.813,2.971,-0.452,0.671,-2.519,1,1,0.4618,0.4383,0.5242,0.4385,-0.0818,-0.1414,-0.0974,-0.1556,-9.72,-13.25,15.4,376.2,209.5,0,0.8946,0.3416,1,114.6,149.0,0.389,0.321,0.367,0.208,0.335,0.811,0.426,0.256,0.0,0.607,0.206,0.582,0.536,0.185,0.205,0.448,0.378,0.603,0.63,0.276,0.107,0.405,5,0.875,4,3,0.87695,1,161.1,20.3,16.39,0,1.305,0.3027,0.3025,0.844,0.2892,0.3093,0.89,0.3183,0.3416,0.912,0.2324,0.3547,0.835,0.277,0.371,0.835,0.3271,0.3593,0.816,0.2492,0.4125,0.807,0.2684,0.3322,0.752,0.292,0.3858,0.99,0.3028,0.3902,0.884,0.2904,0.3998,0.799,1,0,0.010280932456664674,0.75
565,94,3,severe_cheating,15,43.7,16,330.9,2,1,13,9,13,7,0,2,2,1664.0,523.0,0.0136,0.2554,2873.4,5089.0,0.4284,127.1,0.38,14.881,41.203,12.027,21.666,9.148,11.122,2.261,-29.883,17.55,17.58,1.786,6.722,-6.639,1.226,4.659,1.874,2.021,1.464,2.239,-0.607,-2.253,2.27,0.952,0.82,0.624,0.27,2,1,0.4486,0.5091,0.5167,0.5066,-0.1122,-0.0084,-0.0813,-0.0172,-10.44,-3.18,18.9,239.8,404.5,1,0.2339,1.2069,0,127.2,153.5,0.148,0.329,0.357,0.435,0.282,0.099,0.007,0.0,0.026,0.174,0.065,0.0,0.153,0.191,0.146,0.059,0.0,0.155,0.0,0.081,0.123,0.0,0,0.828,2,1,0.9756,0,170.1,-0.25,-3.18,1,1.771,0.481,0.3121,0.849,0.4844,0.281,0.989,0.4787,0.3614,0.91,0.4167,0.3581,0.924,0.5109,0.2816,1.0,0.5011,0.2364,0.943,0.5183,0.3033,0.832,0.5688,0.3152,0.653,0.5197,0.3319,0.902,0.551,0.3176,0.806,0.4929,0.3643,0.764,5,1,0.02626201923076923,0.5
566,10,0,honest,3,7.0,2,29.6,0,0,0,0,1,0,0,5,0,1720.0,462.0,0.00752,0.2671,1978.0,2089.7,0.4504,139.4,1.91,-22.955,6.855,35.263,15.832,10.599,-10.298,10.17,26.251,2.658,7.03,3.402,3.819,-12.884,-2.51,1.584,3.982,0.638,1.6,-1.121,-0.066,2.245,-0.259,-0.446,0.544,-1.346,-1.082,3,0,0.5109,0.4488,0.5725,0.4564,-0.0162,-0.1986,-0.0552,-0.192,-3.51,-16.74,14.4,320.0,190.6,0,0.9692,0.3838,1,115.9,149.4,0.175,0.343,0.385,0.636,0.378,0.619,0.237,0.202,0.067,0.565,0.201,0.019,0.536,0.066,0.0,0.0,0.045,0.206,0.206,0.082,0.194,0.18,1,0.793,1,1,0.8464,0,179.8,-15.45,-7.59,1,1.998,0.4624,0.2913,0.99,0.4886,0.3375,0.882,0.5093,0.207,1.013,0.527,0.3499,0.816,0.5277,0.3308,0.78,0.5388,0.2225,0.901,0.5893,0.2259,0.802,0.3907,0.2493,0.946,0.4118,0.2772,0.895,0.5083,0.2992,0.906,0.5142,0.3319,0.794,5,1,0.004069767441860465,1.0
567,34,1,minor_infractions,2,10.0,3,55.8,1,1,3,0,1,0,0,4,6,2052.0,565.0,0.00732,0.2338,1469.8,2627.1,0.3288,122.3,1.77,-20.363,16.443,7.463,1.401,19.014,4.143,-22.386,16.476,2.989,-4.696,7.11,7.448,-8.066,-2.231,0.698,-0.433,0.633,1.731,0.713,-2.145,0.753,-0.384,-1.694,1.574,-0.229,-1.211,3,0,0.5139,0.5175,0.5775,0.5203,0.0081,0.0419,0.0158,0.074,1.53,3.71,12.5,342.3,173.9,0,0.3948,1.244,0,121.2,127.1,0.233,0.364,0.423,0.662,0.594,0.095,0.669,0.894,0.02,0.0,0.19,0.134,0.141,0.007,0.0,0.247,0.138,0.149,0.092,0.753,0.596,0.413,4,0.841,3,1,0.8365,0,172.9,6.9,21.88,0,0.469,0.5791,0.472,0.957,0.585,0.3347,1.116,0.5722,0.3342,0.885,0.5878,0.3004,0.894,0.6496,0.3411,0.865,0.6718,0.3248,0.947,0.5802,0.282,0.941,0.6413,0.3481,0.959,0.5286,0.2884,0.776,0.5098,0.2713,0.833,0.6368,0.3537,0.903,2,0,0.004873294346978557,0.3333333333333333
568,38,2,moderate_cheating,10,46.5,5,62.1,0,2,2,2,5,2,0,2,4,1893.0,489.0,0.00169,0.0516,599.7,879.9,0.0286,100.4,0.9,-4.231,-10.624,3.313,-8.651,18.109,-34.616,-1.934,-13.025,11.732,-8.971,8.998,3.067,-9.049,-1.17,-1.306,0.711,-0.053,2.09,-1.695,-0.447,-1.654,0.143,-0.51,1.326,0.893,1.288,0,0,0.5203,0.4854,0.5782,0.4866,0.0154,-0.0494,0.0324,-0.0595,2.74,-7.21,5.1,319.4,240.3,0,0.9025,0.3083,1,115.7,146.7,0.103,0.245,0.288,0.425,0.247,0.655,0.552,0.268,0.199,0.524,0.181,0.0,0.354,0.128,0.376,0.215,0.001,0.491,0.384,0.501,0.141,0.079,2,0.686,3,0,0.8279000000000001,0,140.5,0.15,-5.61,0,2.368,0.455,0.381,0.959,0.4136,0.3406,0.898,0.5405,0.3167,1.033,0.5161,0.3313,0.81,0.3756,0.3211,0.954,0.4026,0.3494,0.843,0.4233,0.3619,0.982,0.5394,0.4123,0.976,0.384,0.3672,0.863,0.467,0.2553,0.778,0.4686,0.3192,0.744,6,1,0.02456418383518225,0.0
569,15,1,minor_infractions,2,7.5,4,35.5,1,1,3,1,3,1,0,3,7,1530.0,539.0,0.01282,0.2182,3402.4,4546.7,0.2485,121.5,2.48,-30.21,11.097,15.597,-23.645,42.173,-12.08,-20.696,18.374,5.799,20.426,-3.516,2.795,17.929,-3.752,1.819,2.139,-0.968,5.929,-1.281,-0.547,1.662,-0.179,2.227,0.64,0.399,0.936,2,1,0.6701,0.4972,0.7294,0.498,0.3519,-0.0119,0.3247,-0.0074,33.82,-0.31,14.4,238.7,345.7,1,0.313,1.0995,0,127.8,144.8,0.111,0.404,0.354,0.252,0.353,0.811,0.679,0.0,0.113,0.558,0.181,0.168,0.284,0.062,0.312,0.139,0.119,0.538,0.574,0.712,0.203,0.229,2,0.829,1,1,0.8696,0,175.8,-3.04,0.05,0,2.283,0.4644,0.3008,0.9,0.4799,0.2599,0.876,0.4181,0.2901,0.971,0.4889,0.2534,0.949,0.4929,0.254,0.956,0.4971,0.2831,0.807,0.4324,0.276,0.919,0.4565,0.2942,0.993,0.4787,0.3178,0.849,0.5141,0.3298,0.874,0.5295,0.3153,0.814,4,1,0.004901960784313725,1.0
570,30,1,minor_infractions,2,8.9,3,53.3,1,0,3,1,3,2,0,5,7,2183.0,453.0,0.01398,0.2409,3350.1,4675.1,0.3012,125.1,2.36,-29.822,22.636,3.299,-4.305,1.453,1.836,-26.383,7.219,-38.791,8.761,2.031,-22.339,-3.29,-1.243,2.428,0.327,-2.123,0.193,0.916,-1.743,-0.101,-3.911,3.076,-1.322,-2.291,-0.746,2,1,0.3678,0.5341,0.4335,0.5311,-0.2442,0.2094,-0.2568,0.2257,-24.41,20.05,6.8,423.2,205.7,0,0.8708,0.3394,1,107.9,125.8,0.276,0.384,0.357,0.733,0.548,0.052,0.695,0.622,0.13,0.197,0.0,0.122,0.065,0.122,0.074,0.095,0.132,0.123,0.042,0.898,0.706,0.294,4,0.865,1,0,0.8065,0,126.2,3.61,-0.1,0,3.245,0.5732,0.2722,0.838,0.4888,0.3053,0.795,0.4732,0.2804,0.929,0.5089,0.2828,0.739,0.5529,0.3108,0.822,0.5666,0.3003,0.937,0.5155,0.2818,0.871,0.4381,0.3582,1.023,0.4748,0.2663,0.881,0.5357,0.3272,0.845,0.4489,0.2727,0.89,6,1,0.00407695831424645,0.0
571,68,2,moderate_cheating,14,84.5,6,20.3,2,2,3,1,6,4,1,2,1,1521.0,528.0,0.03534,0.0972,2115.6,3159.0,0.1671,106.5,2.86,11.28,-17.371,-24.677,6.8,31.941,-11.102,-2.261,4.842,16.479,1.394,-13.455,-8.603,22.625,0.571,-0.942,-1.128,3.021,3.713,-4.012,-0.659,-0.244,2.386,0.329,-0.011,-0.964,2.005,1,1,0.3,0.4647,0.3689,0.4602,-0.3403,-0.0754,-0.3591,-0.0759,-34.23,-5.48,17.9,207.3,505.8,1,0.8835,0.3222,1,123.0,125.5,0.116,0.361,0.353,0.426,0.342,0.658,0.49,0.098,0.041,0.545,0.114,0.022,0.174,0.003,0.228,0.198,0.044,0.26,0.489,0.636,0.186,0.045,2,0.865,3,3,0.9011,1,159.7,2.31,14.46,0,1.82,0.5993,0.3747,0.849,0.5815,0.3102,0.849,0.5936,0.352,0.901,0.5885,0.3851,0.869,0.5904,0.4037,0.915,0.579,0.3664,0.945,0.5573,0.4083,0.907,0.5028,0.3026,0.763,0.536,0.3714,0.875,0.5097,0.4004,0.763,0.5328,0.3876,0.998,2,0,0.05555555555555555,1.0
572,86,3,severe_cheating,12,50.1,12,3.1,3,3,7,4,7,8,0,1,1,1798.0,431.0,0.03963,0.1189,2316.6,3140.5,0.0754,107.3,2.01,16.849,12.865,-5.989,15.947,9.461,3.753,-4.099,1.049,14.904,2.998,22.509,-20.214,-20.172,2.953,2.575,-1.476,1.371,0.491,0.12,-0.458,1.025,1.321,-0.016,1.616,-1.391,-3.377,1,1,0.5177,0.5088,0.577,0.5004,0.0024,0.0502,-0.0043,0.0669,0.75,5.5,13.2,377.6,376.2,0,0.2278,1.7394,0,127.8,135.4,0.117,0.36,0.299,0.288,0.307,0.16,0.037,0.103,0.181,0.217,0.146,0.104,0.106,0.114,0.246,0.187,0.256,0.179,0.252,0.091,0.0,0.248,0,0.674,2,1,0.8237,0,147.8,-12.15,-0.37,0,2.436,0.5056,0.252,0.827,0.5121,0.2391,0.799,0.4688,0.2189,0.895,0.4724,0.1963,0.825,0.4796,0.2737,0.812,0.4905,0.2593,0.932,0.4981,0.2398,0.872,0.5735,0.2713,0.908,0.5183,0.3122,0.86,0.5205,0.2823,1.026,0.4848,0.241,0.771,4,1,0.027864293659621803,0.5
573,31,1,minor_infractions,3,14.3,5,34.9,1,1,1,1,2,0,0,5,1,1776.0,444.0,0.05387,0.1283,2196.9,3148.5,0.0523,109.9,3.02,6.004,8.748,18.06,7.565,-22.517,10.676,-2.903,-4.992,-10.503,30.811,17.788,9.734,8.709,-0.859,1.52,2.346,1.303,-3.217,0.595,-0.922,1.401,-1.183,3.275,2.827,2.25,1.758,1,1,0.5208,0.5969,0.579,0.5933,0.0748,0.2992,0.0515,0.2333,4.28,26.48,14.8,350.1,142.3,0,1.0024,0.3224,1,125.0,109.3,0.347,0.321,0.314,0.332,0.182,0.765,0.903,0.321,0.026,0.71,0.288,0.611,0.499,0.166,0.36,0.608,0.269,0.603,0.752,0.308,0.093,0.559,5,0.953,2,1,0.7973,0,182.1,9.35,0.12,0,1.337,0.4149,0.467,0.79,0.4966,0.4172,0.967,0.3975,0.4843,0.851,0.6001,0.4916,0.743,0.494,0.446,0.87,0.4942,0.4435,0.993,0.3894,0.4078,0.867,0.4499,0.472,0.822,0.501,0.4913,0.899,0.5359,0.4882,0.927,0.4825,0.4497,0.99,3,0,0.008051801801801803,0.5
574,11,0,honest,1,6.2,2,10.7,0,0,0,0,1,0,0,4,3,1884.0,450.0,0.0019,0.0723,445.4,1245.0,0.1119,110.4,0.13,10.567,23.227,19.945,13.537,-8.984,-3.886,-5.909,2.232,19.086,-7.101,-14.471,14.416,-13.187,1.623,3.2,1.458,1.552,-1.044,-0.757,-0.127,-2.385,1.33,-1.302,-0.517,2.957,-1.497,0,0,0.4425,0.5704,0.5006,0.5671,-0.0414,0.2095,-0.0444,0.2267,-2.91,23.9,13.6,248.7,561.4,1,0.9287,0.436,1,127.8,128.2,0.379,0.306,0.318,0.227,0.301,0.709,0.532,0.173,0.157,0.581,0.331,0.642,0.524,0.332,0.236,0.371,0.176,0.574,0.773,0.211,0.203,0.463,5,0.677,2,1,0.89665,0,149.5,-0.08,1.88,0,3.027,0.5357,0.3511,0.912,0.5356,0.3816,0.987,0.5642,0.3548,0.893,0.5325,0.3842,0.921,0.5858,0.3184,0.865,0.6022,0.386,0.924,0.5922,0.3667,0.812,0.5817,0.3985,0.883,0.5866,0.3146,0.892,0.504,0.3944,0.815,0.5487,0.3688,0.877,6,1,0.0032908704883227178,0.5
575,21,1,minor_infractions,8,25.1,1,1.8,0,1,2,1,3,1,0,0,5,1610.0,505.0,0.04808,0.1264,2207.7,3706.4,0.1716,115.3,3.09,-21.3,19.748,25.241,1.933,2.438,-17.769,-2.003,10.845,-13.079,-1.025,3.751,23.12,-11.521,-3.0,4.671,3.383,-1.501,1.558,-1.396,-2.515,2.282,-0.406,-0.184,-0.348,0.053,-0.538,1,1,0.5001,0.5515,0.5595,0.5537,0.0126,-0.0214,-0.0069,0.0193,0.38,1.25,15.4,299.8,240.1,0,0.945,0.2888,1,113.6,142.0,0.135,0.3,0.349,0.114,0.455,0.15,0.043,0.0,0.0,0.1,0.142,0.039,0.071,0.138,0.092,0.0,0.0,0.217,0.0,0.035,0.019,0.184,0,0.867,2,0,0.8330500000000001,0,167.1,7.93,15.53,0,0.79,0.4668,0.4542,0.87,0.4419,0.5119,0.862,0.4686,0.409,0.959,0.5317,0.4974,0.91,0.5003,0.4596,0.94,0.4852,0.4512,0.869,0.4415,0.4468,0.81,0.4681,0.471,0.78,0.5412,0.5079,0.956,0.4046,0.5865,0.933,0.519,0.4343,0.905,3,0,0.015590062111801244,0.0
576,29,1,minor_infractions,3,12.9,1,17.6,1,1,2,1,3,2,0,5,3,1869.0,473.0,0.0068,0.221,1880.1,2383.4,0.3668,140.0,0.54,-23.687,23.042,18.2,-14.176,-3.043,6.458,-4.537,-8.733,-16.702,-17.564,-1.211,-9.011,-6.895,-2.804,2.225,1.219,-0.59,1.006,0.674,-1.188,-0.051,-2.438,-1.545,0.963,-1.204,-1.002,3,0,0.352,0.5032,0.4108,0.5086,-0.3211,-0.0415,-0.309,-0.0375,-31.06,-2.95,18.0,191.4,442.6,1,0.3266,1.0803,0,105.1,148.2,0.166,0.32,0.38,0.62,0.734,0.412,0.088,0.106,0.018,0.572,0.226,0.071,0.495,0.014,0.179,0.12,0.167,0.056,0.244,0.2,0.348,0.228,1,0.983,1,0,0.9695,0,159.5,-1.63,-1.89,0,2.197,0.4973,0.2918,0.909,0.4585,0.2529,0.845,0.5304,0.2572,0.851,0.4688,0.3611,0.787,0.4707,0.2727,0.886,0.5021,0.3012,0.835,0.4056,0.2429,0.98,0.4814,0.2838,0.867,0.3863,0.248,0.891,0.4951,0.2686,0.839,0.4983,0.3044,0.897,4,1,0.006902086677367576,0.0
577,7,0,honest,2,11.0,1,10.1,0,0,1,0,0,0,0,2,6,2034.0,375.0,0.00871,0.1823,2896.2,4801.1,0.312,124.2,0.75,15.378,-6.792,-14.634,9.629,7.313,-0.022,-5.913,-11.882,-1.36,14.932,-2.225,14.14,6.314,1.172,-0.801,-1.039,1.294,0.915,0.232,-1.378,-0.435,-0.896,1.686,-1.269,-0.019,0.82,2,1,0.5257,0.5796,0.596,0.5712,0.0789,0.1431,0.0787,0.1646,7.51,15.06,10.6,288.3,176.5,0,0.9035,0.3226,1,122.9,157.9,0.132,0.333,0.34,0.448,0.681,0.49,0.379,0.033,0.0,0.625,0.126,0.163,0.498,0.086,0.0,0.092,0.196,0.113,0.0,0.008,0.381,0.202,1,0.864,4,3,0.894525,1,158.8,-4.96,-6.5,0,2.16,0.4562,0.3365,0.863,0.4942,0.2172,0.909,0.4975,0.2822,0.949,0.4969,0.3077,0.764,0.5171,0.2903,0.872,0.5026,0.3004,0.834,0.5347,0.3517,0.825,0.5333,0.292,0.938,0.5096,0.2529,0.944,0.5407,0.2332,0.913,0.5542,0.3025,0.918,4,1,0.005408062930186824,0.75
578,10,0,honest,1,3.1,0,0.0,0,0,1,0,0,0,0,2,6,1609.0,541.0,0.04274,0.0977,2205.7,3563.2,0.1384,120.4,2.72,15.771,4.813,7.166,23.234,2.075,10.034,14.786,13.802,5.184,-5.162,16.789,-3.031,4.936,0.712,0.481,3.109,1.314,-1.215,1.889,2.087,1.341,-0.106,0.306,2.178,0.298,-0.741,1,1,0.3296,0.5211,0.3881,0.5199,-0.2894,0.0616,-0.2968,0.0553,-30.41,4.46,18.5,204.7,385.6,1,0.9098,0.239,1,127.0,146.9,0.153,0.345,0.375,0.615,0.64,0.499,0.244,0.385,0.017,0.478,0.118,0.216,0.603,0.0,0.19,0.094,0.129,0.091,0.197,0.152,0.278,0.304,1,0.936,1,0,0.8665,0,161.1,-3.82,-3.61,0,2.923,0.4737,0.3273,0.751,0.4896,0.2973,0.855,0.6061,0.3688,0.749,0.5254,0.2391,0.859,0.4479,0.1854,0.922,0.5366,0.2571,0.897,0.4464,0.3104,1.014,0.4825,0.2575,0.748,0.5775,0.2495,0.784,0.4743,0.2825,0.797,0.4464,0.2558,0.851,6,1,0.0019266625233064015,0.0
579,8,0,honest,3,15.9,0,0.0,0,0,0,0,0,0,0,1,7,1569.0,513.0,0.03415,0.1117,2486.7,3602.3,0.1844,122.0,4.08,-8.44,-32.391,-13.28,6.991,31.342,20.6,-15.642,-2.763,-8.75,-18.963,-2.707,13.285,-9.631,-1.924,-3.2,-0.655,-0.818,4.351,1.914,-1.441,-1.169,-1.882,-2.237,0.22,1.415,-0.522,1,1,0.4326,0.4657,0.4968,0.4615,-0.1126,-0.0565,-0.0889,-0.0344,-9.19,-5.18,10.6,319.9,178.9,0,0.4017,1.0804,0,127.7,150.4,0.148,0.39,0.312,0.349,0.195,0.302,0.0,0.0,0.151,0.118,0.0,0.074,0.163,0.0,0.098,0.231,0.204,0.019,0.0,0.143,0.007,0.311,3,0.88,3,2,0.8366000000000001,0,178.9,2.7,18.39,0,1.315,0.4831,0.4741,1.042,0.4724,0.4077,0.934,0.5094,0.4707,0.871,0.4785,0.3939,0.899,0.4494,0.4197,0.931,0.5008,0.3874,0.878,0.5154,0.4273,0.969,0.5398,0.3898,0.785,0.4958,0.433,0.814,0.4511,0.3669,0.786,0.5377,0.4773,0.957,3,0,0.010133843212237094,0.6666666666666666
580,42,2,moderate_cheating,7,20.5,9,100.8,1,1,3,4,5,2,0,1,5,2010.0,493.0,0.03848,0.1434,1995.4,3051.7,0.2182,72.8,2.59,20.758,-20.545,-35.341,-11.37,6.752,-2.898,5.187,-13.56,-8.893,-29.635,6.525,-14.32,7.65,0.741,-1.864,-2.946,-0.863,1.053,0.404,-0.456,-3.338,-1.127,-3.761,0.239,-2.534,0.741,1,1,0.5689,0.4042,0.6271,0.3973,0.1278,-0.2224,0.1167,-0.2136,13.25,-22.74,12.1,407.0,266.7,0,0.9253,0.3614,1,104.0,132.5,0.135,0.384,0.275,0.301,0.253,0.0,0.06,0.29,0.242,0.204,0.079,0.0,0.107,0.0,0.0,0.072,0.002,0.113,0.415,0.114,0.142,0.0,0,0.708,2,1,0.9310499999999999,0,147.9,6.29,4.85,0,3.326,0.4144,0.2521,0.761,0.4787,0.342,0.831,0.4546,0.3046,0.82,0.5573,0.2125,0.803,0.4919,0.2498,0.885,0.4536,0.3366,0.753,0.424,0.3222,0.878,0.5168,0.3412,0.88,0.5035,0.3177,0.877,0.4353,0.318,0.818,0.5252,0.3419,1.006,4,1,0.010199004975124378,0.5
581,18,1,minor_infractions,3,11.6,5,59.3,1,0,2,0,2,1,0,2,2,1535.0,497.0,0.00051,0.0312,430.0,931.4,0.1734,108.9,1.75,-0.682,-14.955,23.065,-6.493,0.339,-5.351,12.71,15.099,9.076,-1.662,5.905,-2.767,-5.612,0.182,-2.426,1.577,-1.259,0.563,-0.936,0.852,1.229,1.86,0.035,0.939,-0.083,-1.109,0,0,0.4535,0.5451,0.5105,0.5379,-0.0275,0.1579,-0.0087,0.1953,-3.59,15.86,13.3,285.6,410.6,1,0.9737,0.3669,1,124.0,140.4,0.146,0.347,0.372,0.452,0.653,0.422,0.172,0.11,0.218,0.656,0.295,0.023,0.351,0.0,0.0,0.036,0.0,0.274,0.116,0.127,0.312,0.057,1,0.867,1,0,0.7955,0,175.8,15.93,18.55,0,1.169,0.664,0.3591,0.858,0.6427,0.3796,0.881,0.6148,0.3677,0.911,0.6227,0.404,0.929,0.6762,0.3842,0.924,0.6073,0.4189,0.915,0.576,0.3742,0.789,0.6646,0.3839,0.95,0.6585,0.3362,0.999,0.6604,0.3788,0.932,0.6608,0.4343,0.8,2,0,0.00755700325732899,0.0
582,36,2,moderate_cheating,11,55.9,4,40.6,0,0,4,4,2,2,0,2,0,1575.0,559.0,0.01349,0.2264,3019.9,4795.2,0.293,127.0,0.85,15.996,7.33,-32.388,6.704,-11.956,-2.521,18.384,0.232,-4.439,-7.039,-15.894,18.159,8.138,2.404,0.674,-4.431,0.846,-1.208,-0.922,3.303,1.204,-0.609,-1.357,-1.36,1.596,1.238,2,1,0.4754,0.4972,0.545,0.5025,-0.0103,0.1342,-0.0463,0.1562,-1.88,14.26,11.3,199.7,480.4,1,0.9018,0.359,1,132.5,129.0,0.299,0.235,0.412,0.402,0.188,0.877,0.912,0.224,0.03,0.505,0.337,0.537,0.615,0.301,0.37,0.429,0.124,0.607,0.849,0.166,0.001,0.28,5,0.929,3,2,0.8348666666666666,0,167.7,-1.49,2.82,0,2.142,0.5458,0.1995,0.906,0.4919,0.247,0.932,0.5624,0.259,0.906,0.4965,0.2534,0.691,0.5461,0.3051,0.929,0.5421,0.275,0.9,0.5192,0.2103,0.86,0.5408,0.2433,0.893,0.5728,0.3144,0.919,0.5269,0.2939,0.844,0.5768,0.2213,0.956,6,1,0.03549206349206349,0.6666666666666666
583,14,0,honest,1,3.9,2,36.9,0,0,1,0,1,0,0,3,8,1779.0,488.0,0.01142,0.0958,2974.8,4223.1,0.3297,141.1,2.4,-27.449,20.989,2.833,-2.775,11.471,2.745,-2.063,11.495,24.754,28.729,-6.62,1.27,-18.636,-5.508,-0.038,0.622,0.414,0.929,-0.711,0.192,1.38,2.945,3.571,-1.115,-2.001,-1.648,2,1,0.4853,0.5321,0.5432,0.5264,-0.0956,0.0895,-0.0602,0.0954,-6.94,9.57,8.1,165.6,441.1,1,0.9728,0.3897,1,106.8,123.2,0.177,0.296,0.4,0.125,0.474,0.037,0.211,0.26,0.17,0.1,0.062,0.059,0.0,0.329,0.041,0.19,0.074,0.288,0.08,0.039,0.0,0.027,0,0.69,2,2,0.9150499999999999,1,164.5,15.59,-11.56,1,2.962,0.54,0.3627,0.857,0.6075,0.3157,0.734,0.6224,0.2913,0.836,0.579,0.3374,0.945,0.579,0.3491,0.904,0.5584,0.3021,0.911,0.5173,0.2752,0.984,0.5238,0.3295,0.963,0.6287,0.3494,0.903,0.5578,0.3355,0.966,0.5355,0.3081,0.827,5,1,0.0021922428330522765,1.0
584,18,0,honest,1,5.3,1,11.2,0,0,0,0,1,0,0,3,5,2157.0,503.0,0.01284,0.2049,3080.9,4332.0,0.2769,124.7,0.03,-3.208,-26.112,-2.79,-19.926,19.944,-14.216,5.094,-14.767,11.766,19.182,4.961,-8.228,6.033,0.047,-2.381,-0.123,-0.249,1.293,-1.063,-0.145,-1.284,1.335,3.815,1.02,-0.44,1.778,2,1,0.3788,0.5124,0.4316,0.5113,-0.2995,-0.0142,-0.3202,0.0201,-29.82,-0.21,15.6,230.0,483.0,1,0.892,0.3667,1,106.6,160.6,0.105,0.3,0.359,0.252,0.223,0.229,0.0,0.073,0.002,0.25,0.136,0.0,0.18,0.095,0.177,0.173,0.0,0.018,0.07,0.183,0.155,0.122,0,0.85,2,1,0.7993,1,189.1,7.08,23.24,0,1.356,0.6308,0.373,0.832,0.6227,0.3466,0.91,0.6365,0.3558,0.879,0.6397,0.3709,0.883,0.6673,0.3875,0.757,0.6704,0.3769,0.963,0.6747,0.3617,0.895,0.65,0.3084,0.871,0.5915,0.3447,0.965,0.6323,0.4516,0.983,0.6094,0.3721,0.955,2,0,0.0024571163653222066,0.5
